Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
svchost.exe	3100	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3208	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3240	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3312	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3424	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4716	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5068	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4628	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4440	Host Process for Windows Services	Microsoft Corporation	5.0  MB	1.2  MB	1.4  MB
svchost.exe	4300	Host Process for Windows Services	Microsoft Corporation			172 B
svchost.exe	4492	Host Process for Windows Services	Microsoft Corporation	984.1  MB	28.4  GB	1.5  MB
svchost.exe	3788	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4008	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5172	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	6008	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5484	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5476	Host Process for Windows Services	Microsoft Corporation	89.2  KB		191.3  KB
svchost.exe	6296	Host Process for Windows Services	Microsoft Corporation	56.7  KB		18.9  KB
svchost.exe	7200	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	8632	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	9036	Host Process for Windows Services	Microsoft Corporation	14.4  KB		5.3  KB
svchost.exe	2492	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	8160	Host Process for Windows Services	Microsoft Corporation	7.4  KB		1.8  KB
svchost.exe	3296	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	9084	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	11884	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	12000	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	12120	Host Process for Windows Services	Microsoft Corporation	14.5  MB	14.8  MB	100.7  KB
svchost.exe	688	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5676	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	10848	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7276	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	12080	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	6132	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	6216	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	11520	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7152	Host Process for Windows Services	Microsoft Corporation			23.0  KB
svchost.exe	13476	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7836	Host Process for Windows Services	Microsoft Corporation			
System	4					
System Idle Process	0					
SystemSettings.exe	1512	Settings	Microsoft Corporation	8.0  MB	5.5  KB	145.6  KB
taskhostw.exe	3548	Host Process for Windows Tasks	Microsoft Corporation	1.7  MB	132.8  MB	538.3  KB
taskhostw.exe	9608			91.9  KB	68.3  KB	55.8  KB
TextInputHost.exe	7268		Microsoft Corporation			102.7  KB
UserOOBEBroker.exe	5064	User OOBE Broker	Microsoft Corporation	4.8  KB		2.3  KB
VBoxService.exe	1700	VirtualBox Guest Additions Service	Oracle and/or its affiliates			
VBoxTray.exe	3284	VirtualBox Guest Additions Tray Application	Oracle and/or its affiliates	705.8  KB	174.3  KB	14.1  MB
WhatsApp.exe	4808			1.3  GB	408.7  MB	13.0  MB
Widgets.exe	11320		Microsoft Corporation	30.2  MB	120.9  MB	6.6  MB
WidgetService.exe	7668	WidgetService.exe	Microsoft Corporation	512 B	1.6  KB	23.6  KB
WindowsPackageManagerServer.exe	11700			102.3  KB	2.2  KB	41.3  KB
wininit.exe	668					
winlogon.exe	732					

