Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
msedge.exe	9892	Microsoft Edge	Microsoft Corporation	5.3  KB	67.0  KB	19.7  KB
msedge.exe	9760	Microsoft Edge	Microsoft Corporation	5.3  KB	2.9  KB	19.0  KB
MpDefenderCoreService.exe	3088			3.1  MB	23.3  KB	68.5  KB
Memory Compression	2100					
lsass.exe	824			231.1  KB	147.4  KB	4.3  MB
Interrupts	n/a	Hardware Interrupts and DPCs				
fontdrvhost.exe	948	Usermode Font Driver Host	Microsoft Corporation			460 B
fontdrvhost.exe	956	Usermode Font Driver Host	Microsoft Corporation			40.3  KB
explorer.exe	3784	Windows Explorer	Microsoft Corporation	95.9  MB	160.7  KB	1007.0  KB
dwm.exe	528	Desktop Window Manager	Microsoft Corporation	688.3  KB		63.1  KB
ctfmon.exe	7568	CTF Loader	Microsoft Corporation	19.9  KB		77.7  KB
csrss.exe	600			254.8  KB		183.8  KB
csrss.exe	676			404.7  KB		78.7  KB
CrossDeviceService.exe	3372	Microsoft Cross Device Service	Microsoft Corporation	730.6  KB		148.5  KB
CrossDeviceResume.exe	5176		Microsoft Corporation	38.5  KB		21.1  KB
backgroundTaskHost.exe	6668	Background Task Host	Microsoft Corporation	22.8  KB		24.8  KB
backgroundTaskHost.exe	2344	Background Task Host	Microsoft Corporation	1.5  MB	4.0  KB	10.5  KB
audiodg.exe	5172	Windows Audio Device Graph Isolation 	Microsoft Corporation			9.5  KB
ApplicationFrameHost.exe	5400	Application Frame Host	Microsoft Corporation	23.8  KB		14.5  KB
AppActions.exe	4412			35.4  KB		6.8  KB
AggregatorHost.exe	5228	Microsoft (R) Aggregator Host	Microsoft Corporation	90.9  MB	2.8  KB	285.6  KB

